duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
333950,2020,0.000105,0.593,0.921,0.26,0.36,-4.482,0.0268,127.995,0.7,0
177040,1930,0.968,0.391,0.137,1.26e-06,0.304,-16.185,0.0472,95.776,0.177,2
177373,2002,0.484,0.552,0.706,6.49e-05,0.074,-8.117,0.363,167.468,0.721,52
188245,1950,0.986,0.383,0.396,0.15,0.0697,-11.057,0.0518,68.838,0.763,0
203427,2010,0.0375,0.853,0.855,0.0,0.343,-5.716,0.118,94.976,0.683,52
88133,1952,0.987,0.301,0.104,0.000125,0.292,-24.494,0.0461,84.658,0.254,0
199733,1999,0.0754,0.679,0.528,0.0,0.12,-7.901,0.0267,99.035,0.274,46
237920,2013,0.219,0.365,0.943,0.0,0.39,-5.274,0.474,177.919,0.456,46
196440,1950,0.986,0.455,0.106,0.0,0.122,-14.086,0.0422,66.807,0.258,52
243640,1950,0.976,0.0943,0.0274,0.895,0.105,-30.956,0.0378,162.977,0.0517,10
315320,1980,0.0302,0.649,0.524,0.464,0.1,-11.376,0.161,172.045,0.586,30
96160,1959,0.693,0.674,0.235,0.0,0.37,-13.724,0.203,171.264,0.963,18
121533,1946,0.962,0.47,0.128,0.0,0.116,-21.328,0.169,83.052,0.239,0
163067,2012,0.0471,0.491,0.841,0.0,0.0886,-3.579,0.0421,199.851,0.721,63
211067,1999,0.00284,0.909,0.491,0.0,0.0279,-11.152,0.289,92.987,0.874,37
149813,2018,0.122,0.7,0.435,0.000549,0.114,-12.597,0.0428,141.914,0.21,59
201045,1930,0.984,0.344,0.154,0.881,0.186,-21.466,0.0485,127.913,0.376,0
421120,1997,0.289,0.637,0.302,0.0,0.114,-15.91,0.0296,98.999,0.203,40
189000,1928,0.991,0.805,0.248,0.0655,0.103,-7.736,0.16,115.165,0.778,0
212227,1993,0.493,0.516,0.457,0.0,0.221,-6.35,0.0348,147.375,0.66,35
291267,1989,0.148,0.79,0.656,0.00518,0.0743,-10.316,0.0277,97.141,0.712,40
204840,1989,0.83,0.644,0.265,0.0,0.107,-18.211,0.0867,87.363,0.336,39
177333,1957,0.721,0.626,0.185,0.0,0.294,-14.561,0.133,93.572,0.719,8
342280,2001,0.814,0.216,0.144,0.324,0.324,-18.573,0.0407,71.07,0.0832,50
551200,1964,0.935,0.357,0.289,0.631,0.118,-16.618,0.0418,100.696,0.307,15
234547,2014,0.0746,0.599,0.854,0.0,0.278,-5.429,0.0436,119.986,0.311,68
197834,1944,0.994,0.76,0.381,0.921,0.105,-13.749,0.0424,114.391,0.967,0
119357,1960,0.575,0.819,0.774,0.849,0.549,-7.666,0.0367,120.081,0.968,12
175507,1925,0.996,0.716,0.173,0.917,0.118,-16.527,0.0546,98.769,0.645,1
258427,1980,0.003,0.406,0.567,0.00247,0.17,-10.765,0.0403,143.461,0.607,36
171307,1927,0.989,0.758,0.378,0.0434,0.112,-11.099,0.0409,104.5,0.845,8
103773,1955,0.95,0.535,0.336,0.00011,0.0578,-14.215,0.0776,75.764,0.492,0
134080,2014,0.0365,0.362,0.871,0.000256,0.114,-6.546,0.0502,151.722,0.526,59
213693,2002,0.149,0.757,0.694,0.00275,0.234,-7.211,0.0443,92.01,0.812,37
292133,1968,0.525,0.469,0.312,0.00309,0.503,-16.064,0.0624,172.201,0.557,25
205172,1944,0.995,0.279,0.206,0.314,0.218,-10.159,0.0373,72.786,0.389,0
320133,1942,0.996,0.306,0.0489,0.527,0.145,-25.717,0.0487,80.185,0.343,0
172667,1997,0.417,0.781,0.482,2.14e-06,0.0379,-10.226,0.0421,104.159,0.959,41
323267,1945,0.989,0.473,0.257,0.922,0.0889,-16.009,0.0422,120.698,0.645,0
196160,1999,0.000862,0.315,0.929,0.0338,0.439,-5.583,0.0391,165.471,0.723,45
167640,1936,0.995,0.673,0.419,0.225,0.194,-7.409,0.076,119.537,0.764,0
272907,1947,0.992,0.253,0.136,0.903,0.106,-20.82,0.0352,84.756,0.0346,0
179467,1983,0.117,0.607,0.597,0.000138,0.177,-11.407,0.0347,139.82,0.703,36
219067,2020,0.26,0.655,0.587,6.07e-06,0.0953,-8.736,0.045,91.494,0.521,62
366486,1935,0.717,0.72,0.238,0.0,0.294,-16.335,0.948,123.504,0.395,0
198867,1966,0.14,0.299,0.787,0.0,0.292,-7.93,0.069,94.798,0.716,62
186667,1977,0.36,0.471,0.914,0.0,0.952,-6.483,0.0668,126.962,0.6,30
232667,2003,0.236,0.705,0.524,1.3e-05,0.0767,-14.051,0.026,129.847,0.798,62
173827,1962,0.526,0.728,0.151,1.58e-05,0.124,-15.014,0.04,99.789,0.493,27
298520,2017,0.0734,0.499,0.654,0.000144,0.104,-6.782,0.11,169.839,0.0464,64
159150,2018,0.00925,0.646,0.709,0.000308,0.115,-6.005,0.0381,80.504,0.281,70
269453,1983,0.232,0.818,0.719,0.00115,0.153,-7.006,0.0339,128.912,0.782,37
504867,1964,0.496,0.465,0.644,0.179,0.176,-7.646,0.106,81.896,0.355,39
1058227,1971,0.00871,0.436,0.873,0.708,0.828,-10.798,0.0417,115.323,0.817,21
187173,1948,0.938,0.138,0.173,0.967,0.291,-19.996,0.0421,88.746,0.039,0
138227,1978,0.537,0.799,0.385,0.000177,0.124,-12.18,0.0378,122.618,0.962,52
202600,1978,0.351,0.373,0.568,0.0,0.111,-4.368,0.0877,187.247,0.755,42
494627,1975,0.0504,0.445,0.789,0.00214,0.106,-8.108,0.0726,113.644,0.565,38
194373,1941,0.989,0.323,0.148,0.0061,0.0865,-13.736,0.0469,75.319,0.323,0
486093,1943,0.907,0.171,0.0389,0.851,0.0817,-24.767,0.0403,90.345,0.0316,0
161747,1962,0.85,0.546,0.21,1.5e-05,0.348,-14.006,0.0272,97.716,0.511,37
194733,1968,0.979,0.211,0.118,0.335,0.115,-19.011,0.0355,113.574,0.0687,34
114173,1986,0.91,0.272,0.0888,5.52e-06,0.377,-23.347,0.038,124.824,0.247,28
250160,1991,0.225,0.61,0.39,0.0,0.0888,-12.959,0.0576,88.989,0.536,51
239200,1955,0.961,0.351,0.0742,0.00157,0.277,-14.516,0.0301,84.464,0.226,20
116500,2018,0.973,0.273,0.0065,0.946,0.112,-27.214,0.0366,63.427,0.234,66
213200,2005,0.0208,0.836,0.661,0.0,0.449,-6.502,0.338,76.71,0.753,68
110333,1964,0.802,0.38,0.342,0.00119,0.118,-15.565,0.0465,82.237,0.92,19
165507,1998,0.0803,0.632,0.582,0.00351,0.0832,-13.461,0.044,101.641,0.578,59
205293,1973,0.238,0.609,0.348,0.00254,0.114,-13.46,0.0273,89.373,0.301,30
177360,1964,0.76,0.489,0.304,4.45e-05,0.545,-13.393,0.0289,112.081,0.498,21
318929,1970,0.413,0.52,0.49,0.0,0.121,-12.828,0.0286,117.755,0.76,56
208493,1983,0.0831,0.759,0.554,4.92e-06,0.0895,-15.167,0.0349,126.994,0.913,30
175600,1957,0.466,0.473,0.325,1.8e-06,0.125,-10.054,0.0568,171.787,0.671,11
220339,1957,0.918,0.284,0.317,0.0,0.0845,-9.974,0.0303,98.499,0.0979,10
238533,1999,0.423,0.256,0.446,3.07e-06,0.111,-7.137,0.0331,74.041,0.0929,52
152187,1959,0.774,0.693,0.532,0.0,0.317,-9.712,0.0368,120.83,0.791,45
292910,2016,0.0498,0.838,0.43,1.59e-05,0.0977,-5.868,0.281,126.981,0.126,57
237907,2003,0.837,0.674,0.413,1.91e-05,0.098,-7.816,0.0274,124.895,0.503,68
251520,2008,0.349,0.429,0.551,0.0,0.292,-6.33,0.0313,149.76,0.384,62
215227,2010,0.0571,0.565,0.867,0.0,0.177,-2.503,0.0318,125.867,0.325,54
163973,1951,0.795,0.773,0.218,0.0,0.0632,-14.004,0.0404,126.227,0.709,26
163053,1983,0.56,0.163,0.415,0.92,0.173,-13.264,0.0345,138.26,0.0893,42
168620,2015,0.304,0.79,0.663,0.0,0.0892,-8.074,0.156,130.97,0.919,52
550760,1958,0.731,0.509,0.606,0.00361,0.256,-7.621,0.0365,123.351,0.794,43
296533,1995,0.412,0.52,0.849,9.95e-06,0.385,-5.094,0.345,77.924,0.563,43
167267,1967,0.201,0.752,0.433,0.0,0.0424,-11.052,0.0338,98.714,0.671,35
152027,2014,0.674,0.424,0.274,0.00734,0.121,-9.795,0.0372,170.139,0.25,49
188800,1932,0.993,0.44,0.37,0.925,0.126,-12.218,0.0448,65.533,0.852,0
382435,1978,0.181,0.487,0.841,0.000469,0.116,-5.659,0.0912,125.018,0.406,36
172040,1947,0.547,0.73,0.477,0.000175,0.357,-12.225,0.033,89.872,0.493,2
185133,1948,0.992,0.438,0.187,8.22e-06,0.375,-13.299,0.0349,131.631,0.402,1
249067,2010,0.191,0.646,0.758,0.097,0.103,-4.34,0.0314,91.998,0.424,58
92533,1968,0.00392,0.564,0.662,0.817,0.66,-17.628,0.0722,109.37,0.829,21
240027,1958,0.807,0.569,0.262,0.00033,0.714,-16.681,0.0828,140.606,0.564,16
298373,1996,0.531,0.664,0.644,0.661,0.251,-9.334,0.0352,79.526,0.646,53
206545,1931,0.878,0.516,0.481,0.00672,0.159,-16.707,0.0525,124.994,0.839,0
259040,2012,0.678,0.712,0.44,0.0,0.0924,-11.566,0.0413,123.958,0.312,59
319360,2002,0.836,0.262,0.176,0.0343,0.122,-10.463,0.0301,73.076,0.105,56
159933,1958,0.686,0.688,0.615,0.0,0.34,-4.965,0.0637,133.985,0.861,20
71400,1947,0.996,0.547,0.158,0.803,0.0783,-33.52,0.0549,71.568,0.585,0
171733,1951,0.657,0.639,0.407,0.0,0.381,-12.403,0.167,115.289,0.495,1
183002,2014,0.00226,0.617,0.948,0.00221,0.0755,-4.236,0.0621,139.996,0.863,56
233440,1948,0.761,0.0637,0.0295,0.914,0.666,-30.257,0.0395,66.323,0.0673,0
337573,2010,0.134,0.618,0.413,0.000338,0.0913,-9.311,0.398,87.412,0.462,50
201573,1935,0.995,0.269,0.24,0.266,0.103,-13.359,0.0399,84.643,0.36,0
234192,2017,0.206,0.55,0.58,1.02e-06,0.119,-7.687,0.0784,82.27,0.484,65
242640,1991,0.422,0.679,0.568,0.00928,0.322,-10.74,0.0423,159.69,0.93,69
212500,2018,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,0.617,81
223465,1973,0.174,0.556,0.855,0.00381,0.261,-6.901,0.0403,117.248,0.721,51
341880,2010,0.965,0.4,0.245,0.944,0.158,-14.345,0.0338,164.165,0.268,59
68067,1953,0.987,0.422,0.0573,0.0,0.172,-20.219,0.0525,63.222,0.352,0
455560,2004,0.0174,0.31,0.945,0.00751,0.211,-6.714,0.168,108.399,0.25,54
189653,1973,0.691,0.52,0.307,1.39e-05,0.114,-13.221,0.0405,172.673,0.677,29
266751,1987,0.0893,0.271,0.978,0.588,0.96,-4.654,0.178,178.936,0.474,44
292427,1956,0.94,0.561,0.0704,0.438,0.106,-17.745,0.0428,68.503,0.513,11
303387,1981,0.594,0.38,0.195,0.0012,0.0886,-12.935,0.0408,67.68,0.103,27
214467,2004,0.0029,0.577,0.757,7.64e-06,0.104,-3.718,0.0354,129.906,0.589,36
235000,1956,0.836,0.656,0.191,0.000438,0.128,-18.477,0.035,76.494,0.599,7
219683,2016,0.716,0.505,0.397,0.0,0.0853,-9.349,0.324,95.063,0.558,70
130560,1969,0.731,0.365,0.179,0.457,0.118,-22.325,0.0323,107.928,0.305,41
229467,1980,0.445,0.302,0.961,0.00268,0.823,-5.619,0.116,152.366,0.659,49
325453,1951,0.994,0.272,0.218,0.909,0.0913,-17.146,0.039,69.101,0.054,7
112467,1956,0.994,0.315,0.0814,0.92,0.119,-25.212,0.0385,104.98,0.366,43
331307,1984,0.479,0.299,0.898,0.173,0.202,-7.771,0.075,143.522,0.0621,38
243267,1994,0.00432,0.911,0.614,8.75e-06,0.0985,-11.176,0.338,99.025,0.601,52
233000,1971,0.401,0.474,0.719,1.14e-06,0.42,-9.652,0.0614,101.099,0.798,35
146477,2018,0.0087,0.736,0.495,0.299,0.208,-8.642,0.0443,120.993,0.678,61
254587,1983,0.0466,0.545,0.639,0.000115,0.522,-8.742,0.0308,118.407,0.427,37
190296,1944,0.988,0.505,0.22,0.929,0.133,-15.472,0.0373,62.249,0.444,4
310400,1983,0.0121,0.657,0.487,0.432,0.482,-12.23,0.0304,121.111,0.152,36
215080,2018,0.165,0.694,0.831,0.000892,0.25,-7.288,0.0301,125.901,0.98,80
123373,1959,0.842,0.666,0.493,0.0,0.225,-9.593,0.0297,90.842,0.611,51
151467,1953,0.989,0.492,0.329,0.0,0.138,-10.991,0.0584,149.888,0.832,0
192400,1949,0.977,0.175,0.253,0.000239,0.109,-11.508,0.0347,89.86,0.0752,0
236779,2020,0.00419,0.842,0.578,0.0,0.228,-6.05,0.138,74.496,0.19,64
171107,1965,0.251,0.393,0.652,0.0469,0.329,-9.882,0.0366,187.212,0.645,19
195453,1939,0.99,0.371,0.226,0.874,0.283,-13.059,0.072,82.034,0.543,0
120480,1929,0.996,0.517,0.293,0.635,0.133,-16.188,0.117,82.238,0.491,0
241467,2001,7.03e-05,0.229,0.994,0.00548,0.318,-3.431,0.22,156.623,0.115,61
450907,1990,0.189,0.56,0.55,0.0,0.0821,-13.143,0.0596,131.829,0.549,30
300773,1979,0.72,0.326,0.162,0.777,0.0982,-16.843,0.0431,145.84,0.0682,38
119133,1960,0.989,0.163,0.152,0.00132,0.125,-24.819,0.0356,147.93,0.188,15
179240,2014,0.0601,0.599,0.945,0.0,0.309,-4.604,0.0695,84.996,0.676,62
179493,1931,0.996,0.796,0.168,0.769,0.124,-13.078,0.0731,108.761,0.889,0
161373,1957,0.9,0.621,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14
188133,1945,0.979,0.167,0.112,0.000689,0.187,-13.429,0.0356,72.697,0.0914,16
171533,1969,0.0951,0.671,0.551,9.17e-05,0.0438,-12.996,0.0331,134.788,0.962,43
179533,1996,0.457,0.588,0.487,0.852,0.0639,-12.998,0.0775,197.016,0.939,39
207867,1928,0.994,0.636,0.257,0.336,0.125,-8.173,0.0445,116.518,0.799,0
149773,2007,0.932,0.142,0.254,0.0,0.103,-10.129,0.0321,166.959,0.0885,42
266387,1980,0.0116,0.541,0.763,0.00906,0.106,-8.315,0.0566,139.314,0.844,25
180053,1966,0.976,0.522,0.0721,0.000206,0.0603,-22.108,0.0727,147.019,0.631,23
23373,1939,0.929,0.586,0.13,0.000534,0.885,-18.791,0.0562,78.592,0.664,0
144267,1964,0.0143,0.761,0.682,5.11e-06,0.167,-5.487,0.0319,125.932,0.769,18
121887,2018,0.883,0.669,0.308,0.0,0.0984,-10.068,0.029,64.934,0.52,84
200960,1983,0.929,0.802,0.567,0.00277,0.123,-9.145,0.154,125.155,0.89,32
315456,1952,0.937,0.457,0.475,0.739,0.536,-9.08,0.0317,99.024,0.69,0
571133,1950,0.985,0.152,0.0858,0.954,0.0654,-24.547,0.0415,104.297,0.034,0
243813,1979,0.429,0.677,0.559,0.0,0.331,-10.432,0.053,121.911,0.709,32
272333,1994,0.0191,0.792,0.753,0.0278,0.122,-7.273,0.215,96.043,0.231,43
238627,2019,0.205,0.534,0.784,0.00579,0.106,-3.59,0.0339,92.147,0.6,63
100400,1926,0.149,0.667,0.311,0.0,0.26,-14.2,0.96,81.098,0.544,0
289660,1934,0.981,0.36,0.377,0.278,0.313,-8.043,0.0317,101.86,0.301,1
234560,2010,0.0283,0.616,0.869,0.0,0.064,-3.911,0.0327,127.966,0.473,73
165413,1927,0.99,0.84,0.176,0.234,0.115,-10.561,0.0668,115.291,0.628,0
187427,1941,0.945,0.875,0.431,0.291,0.123,-12.093,0.0559,114.497,0.969,0
130893,1962,0.485,0.564,0.83,0.0,0.345,-5.663,0.0309,156.508,0.972,23
185573,1984,0.288,0.539,0.669,0.0,0.176,-10.052,0.0587,96.206,0.794,29
185960,2003,0.0035,0.694,0.749,1.17e-05,0.334,-8.526,0.0674,150.665,0.626,48
187787,1966,0.274,0.2,0.323,0.911,0.075,-13.314,0.0297,186.839,0.698,31
130478,1999,0.558,0.64,0.599,0.00578,0.438,-6.378,0.145,143.206,0.825,57
279973,1974,0.449,0.395,0.28,0.000359,0.955,-14.614,0.043,127.58,0.146,25
276093,2002,0.000366,0.514,0.887,0.0314,0.253,-6.323,0.137,167.99,0.392,36
153413,1954,0.945,0.6,0.0378,0.863,0.105,-24.576,0.0466,111.679,0.372,3
232933,1987,0.001,0.678,0.76,0.0128,0.107,-10.387,0.0273,125.122,0.721,33
245514,2019,0.679,0.158,0.153,0.901,0.108,-19.448,0.0346,89.467,0.0655,66
210200,2018,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,129.976,0.296,74
596000,1988,0.928,0.0667,0.047,0.9,0.0652,-25.426,0.0425,75.446,0.0281,47
566827,2001,0.0113,0.36,0.793,0.871,0.0915,-9.169,0.275,112.91,0.168,44
507749,1969,0.216,0.316,0.774,0.00252,0.394,-9.771,0.0727,144.129,0.439,38
288093,1999,0.995,0.429,0.0299,0.14,0.104,-20.977,0.0531,81.881,0.666,43
295960,1993,0.0783,0.441,0.967,5.59e-06,0.305,-5.752,0.132,137.159,0.142,34
377160,1981,0.00227,0.352,0.647,0.0489,0.111,-15.104,0.0695,142.839,0.153,25
216813,1930,0.983,0.582,0.383,0.0637,0.201,-17.32,0.0417,136.055,0.885,0
157493,1952,0.954,0.0804,0.277,0.0048,0.105,-14.847,0.0382,76.474,0.156,0
211307,1969,0.087,0.381,0.483,4.92e-06,0.183,-9.183,0.0284,90.522,0.422,23
214400,2004,0.00323,0.642,0.777,0.0,0.227,-4.809,0.094,96.986,0.413,71
262173,2011,0.0189,0.75,0.727,0.0,0.266,-4.21,0.142,129.993,0.359,68
364400,1994,0.000249,0.3,0.945,0.523,0.0789,-4.47,0.0753,79.532,0.312,32
383933,1988,0.026,0.378,0.424,0.000431,0.608,-12.374,0.0417,61.757,0.496,23
206053,1982,0.848,0.653,0.228,0.00786,0.0999,-15.66,0.0275,89.629,0.384,49
127173,1961,0.519,0.469,0.53,0.0,0.129,-6.799,0.0407,122.124,0.621,13
283093,1996,0.299,0.539,0.468,9.35e-06,0.108,-9.448,0.0274,180.019,0.332,65
182370,1991,0.219,0.899,0.91,0.0223,0.246,-6.415,0.0455,137.197,0.894,40
170867,1936,0.695,0.682,0.687,0.0362,0.0654,-5.285,0.0398,97.853,0.747,5
255560,2017,0.118,0.796,0.5,0.0,0.155,-7.21,0.425,75.012,0.227,69
302200,1985,0.0155,0.793,0.637,0.219,0.0765,-11.037,0.0309,116.832,0.943,47
156360,1980,0.0038,0.509,0.858,0.00258,0.0762,-10.257,0.0508,158.627,0.382,30
179693,1978,0.929,0.489,0.327,5.96e-05,0.385,-6.43,0.0281,77.412,0.414,32
212387,1950,0.995,0.579,0.257,0.786,0.158,-17.043,0.0869,77.791,0.701,0
276133,1996,0.0106,0.861,0.41,0.000156,0.091,-7.741,0.341,93.021,0.509,35
243000,2008,0.273,0.659,0.453,0.44,0.182,-6.226,0.0365,140.015,0.906,48
579267,1947,0.862,0.373,0.269,0.0051,0.212,-13.114,0.0383,135.464,0.455,0
226533,1968,0.1,0.64,0.836,0.343,0.0903,-7.201,0.0364,80.071,0.889,25
98000,1945,0.285,0.719,0.207,0.0,0.14,-17.643,0.895,117.852,0.669,0
161004,1939,0.994,0.669,0.275,6.88e-06,0.165,-12.431,0.0937,104.545,0.591,0
198293,1952,0.993,0.54,0.219,0.941,0.116,-17.618,0.084,101.823,0.896,0
189539,1945,0.993,0.764,0.186,0.94,0.291,-9.882,0.625,67.393,0.897,0
254533,1968,0.812,0.491,0.375,0.051,0.163,-10.018,0.0336,140.049,0.343,19
185443,1942,0.977,0.392,0.143,0.0,0.1,-13.44,0.0371,112.228,0.271,0
170093,2002,0.262,0.798,0.635,7.78e-06,0.0492,-6.996,0.0481,95.275,0.797,50
228333,1980,0.347,0.78,0.384,0.0441,0.109,-18.831,0.0453,106.688,0.717,34
203627,2003,0.208,0.692,0.512,0.000994,0.077,-8.596,0.0354,79.003,0.739,69
127400,1970,0.972,0.573,0.316,0.00369,0.137,-12.598,0.0302,110.827,0.546,34
206920,2018,0.0317,0.798,0.809,0.0,0.214,-6.152,0.0839,90.006,0.471,70
179800,2014,0.0929,0.639,0.875,0.0,0.296,-5.793,0.0372,117.028,0.892,54
211907,1959,0.899,0.246,0.114,0.00361,0.145,-18.051,0.0327,86.69,0.185,13
152000,1982,0.0257,0.402,0.964,0.0358,0.399,-6.983,0.0919,98.074,0.561,29
606093,1968,0.0773,0.54,0.503,0.000608,0.451,-12.708,0.0414,111.897,0.577,24
465280,1971,0.176,0.631,0.843,0.111,0.906,-8.602,0.111,102.336,0.743,38
162587,1966,0.491,0.613,0.586,0.000764,0.196,-12.881,0.0445,119.188,0.492,38
115987,1977,0.000132,0.384,0.95,0.000369,0.399,-1.818,0.0435,185.151,0.865,31
52413,1940,0.986,0.2,0.00169,0.694,0.166,-14.914,0.0412,133.812,0.0382,0
59815,1941,0.00131,0.307,0.994,7.48e-05,0.267,-3.745,0.108,91.112,0.249,0
264027,1984,0.599,0.604,0.71,0.0,0.0948,-10.787,0.03,113.518,0.554,30
174733,1957,0.892,0.258,0.161,0.00028,0.166,-15.134,0.0321,80.296,0.115,7
33240,1950,0.951,0.685,0.0583,0.0,0.11,-25.403,0.936,138.86,0.696,5
212307,1970,0.373,0.695,0.883,0.0,0.0831,-6.125,0.145,118.826,0.276,33
278573,1980,0.235,0.619,0.439,0.0,0.109,-14.636,0.0392,137.569,0.89,20
203827,1952,0.988,0.304,0.204,6.49e-05,0.662,-18.082,0.0442,86.113,0.0466,0
166133,1960,0.932,0.55,0.0833,0.0,0.0807,-19.453,0.0365,101.11,0.254,33
321800,1980,0.0113,0.485,0.935,3.89e-05,0.331,-7.005,0.0696,155.61,0.68,56
131285,1955,0.423,0.638,0.549,0.0,0.328,-5.575,0.0356,127.603,0.929,3
150640,1923,0.996,0.493,0.109,0.822,0.4,-23.485,0.423,120.344,0.599,0
231813,1996,0.00462,0.442,0.835,0.0855,0.169,-7.041,0.0295,156.396,0.683,51
176693,1952,0.937,0.407,0.0535,0.000185,0.0966,-20.768,0.0349,72.709,0.155,7
224525,1984,0.792,0.368,0.356,9.22e-06,0.146,-6.507,0.0302,78.206,0.613,54
275304,1971,0.319,0.49,0.622,0.0505,0.944,-9.982,0.0688,145.408,0.638,39
168747,1940,0.875,0.279,0.588,0.0107,0.394,-6.58,0.0566,75.787,0.646,0
287987,2009,0.399,0.309,0.459,1.34e-05,0.12,-7.29,0.0347,175.809,0.167,59
470373,1976,0.0388,0.477,0.539,0.777,0.154,-12.448,0.05,142.859,0.788,38
179800,2004,0.00204,0.648,0.962,0.149,0.235,-3.449,0.033,130.003,0.875,46
180267,2000,0.303,0.679,0.694,1.86e-06,0.132,-7.511,0.0854,116.589,0.853,38
148481,1945,0.253,0.639,0.17,6.84e-05,0.0886,-19.759,0.94,83.37,0.659,0
250960,1974,0.518,0.647,0.384,5.85e-05,0.164,-15.012,0.0462,142.819,0.877,29
266760,1995,0.0376,0.49,0.852,2.21e-06,0.126,-7.192,0.0502,143.248,0.663,58
257560,1980,0.000449,0.305,0.92,0.86,0.39,-7.774,0.118,109.097,0.356,34
241040,1982,0.249,0.377,0.326,0.000686,0.111,-12.515,0.0292,163.741,0.222,52
290691,1944,0.876,0.369,0.683,0.0,0.471,-4.895,0.0469,167.779,0.767,1
314280,2014,0.464,0.552,0.637,1.63e-05,0.136,-6.568,0.0445,97.97,0.333,61
403240,1942,0.989,0.441,0.218,0.416,0.116,-14.919,0.0399,134.766,0.534,0
533493,1984,0.0221,0.301,0.935,0.854,0.215,-7.584,0.1,139.239,0.145,50
119200,1951,0.497,0.765,0.759,0.000371,0.299,-10.444,0.0514,123.252,0.961,4
188507,1960,0.992,0.149,0.0503,0.544,0.0786,-26.623,0.0366,136.9,0.0535,13
235440,1996,0.143,0.467,0.504,0.0,0.0994,-10.268,0.0279,145.698,0.302,37
306680,1981,0.138,0.679,0.734,0.0237,0.683,-10.693,0.0626,115.911,0.828,26
244454,1942,0.427,0.595,0.319,0.548,0.115,-14.334,0.0255,83.912,0.194,0
143792,2019,0.029,0.888,0.525,5.68e-06,0.137,-5.665,0.305,133.983,0.243,69
57933,1988,0.665,0.327,0.132,0.832,0.249,-17.153,0.0413,96.511,0.216,25
283027,1998,0.0554,0.716,0.678,0.0,0.0866,-7.141,0.315,80.837,0.626,37
362760,1995,0.00237,0.666,0.886,0.0123,0.12,-7.315,0.322,92.035,0.16,40
176627,1936,0.98,0.691,0.0958,1.61e-05,0.0931,-13.9,0.143,101.574,0.519,39
169800,1939,0.841,0.68,0.654,0.894,0.221,-10.284,0.0828,120.022,0.635,12
243562,1934,0.00156,0.555,0.544,0.0,0.118,-11.85,0.0369,129.981,0.413,3
286453,2001,0.0831,0.932,0.862,0.0,0.326,-3.621,0.246,95.244,0.742,45
363413,1965,0.292,0.337,0.554,0.0,0.102,-13.336,0.0594,76.162,0.479,18
132667,1995,0.984,0.308,0.0261,0.928,0.0749,-37.242,0.042,69.156,0.148,47
195926,1957,0.467,0.404,0.234,0.0,0.104,-11.532,0.0454,88.176,0.561,9
263667,1988,0.758,0.55,0.486,0.0,0.124,-13.441,0.033,79.897,0.629,32
282733,1999,0.502,0.548,0.64,1.01e-06,0.182,-6.82,0.0302,69.591,0.142,47
89400,1946,0.989,0.487,0.0226,0.588,0.0801,-21.484,0.0748,65.002,0.969,0
342987,1959,0.958,0.396,0.0765,0.164,0.213,-18.128,0.038,100.82,0.235,23
354226,2011,0.979,0.511,0.0912,0.868,0.0745,-16.354,0.0688,148.415,0.273,46
230267,1993,0.903,0.134,0.005,0.205,0.144,-35.951,0.0404,84.023,0.228,48
167559,2015,0.0318,0.865,0.807,0.0,0.153,-5.563,0.154,130.054,0.492,50
192013,1930,0.978,0.419,0.443,0.0,0.198,-6.028,0.0389,85.136,0.838,0
183347,2007,0.533,0.859,0.526,7.33e-05,0.104,-8.623,0.0292,118.399,0.487,44
192485,2016,0.0534,0.935,0.686,2.97e-05,0.0851,-5.797,0.115,120.008,0.746,57
251160,1990,0.000446,0.528,0.919,0.00201,0.339,-7.005,0.0761,159.197,0.514,35
223827,1991,0.487,0.665,0.314,1.69e-06,0.406,-9.0,0.0301,125.995,0.835,52
297720,1956,0.152,0.21,0.41,0.67,0.54,-10.726,0.0315,85.908,0.309,7
168053,1969,0.529,0.804,0.595,0.785,0.0649,-6.799,0.0937,107.086,0.741,37
367427,1970,0.755,0.484,0.318,0.448,0.238,-14.771,0.0328,167.058,0.539,40
236427,2005,0.208,0.464,0.405,1.1e-05,0.0611,-12.538,0.033,95.852,0.514,66
224933,1953,0.951,0.366,0.321,0.00564,0.198,-11.522,0.0551,88.803,0.215,0
206973,2017,0.225,0.688,0.63,0.0,0.135,-5.726,0.0318,141.021,0.583,57
296313,1998,0.119,0.617,0.905,0.00117,0.77,-4.329,0.0321,103.862,0.769,37
186267,1933,0.953,0.653,0.252,0.00221,0.109,-10.673,0.0575,107.501,0.734,10
169042,1969,0.167,0.6,0.421,0.0,0.102,-9.676,0.0335,78.469,0.183,39
425640,1974,0.375,0.321,0.443,0.0606,0.359,-14.451,0.043,145.265,0.267,41
563907,1945,0.994,0.343,0.00755,0.918,0.0973,-30.709,0.0429,108.234,0.134,0
504387,1968,0.791,0.493,0.123,3.75e-06,0.197,-17.47,0.0317,136.643,0.366,26
250520,2012,0.0447,0.497,0.803,1.77e-05,0.424,-4.46,0.132,183.883,0.155,56
323507,1996,0.127,0.7,0.4,0.0,0.331,-14.211,0.258,89.934,0.272,44
