duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
320667,1993,0.00451,0.556,0.698,0.00105,0.166,-12.048,0.0427,111.958,0.624,36
196853,1945,0.989,0.433,0.21,0.187,0.132,-12.753,0.0384,64.567,0.676,0
219733,1952,0.885,0.61,0.284,0.325,0.157,-11.767,0.0258,86.942,0.684,13
228093,2014,0.712,0.594,0.459,0.0,0.169,-7.507,0.0419,75.082,0.316,57
96124,1945,0.0581,0.716,0.159,0.0,0.12,-21.763,0.819,117.643,0.738,0
200594,1949,0.972,0.649,0.28,0.0,0.0803,-7.759,0.0713,72.782,0.637,0
193573,1934,0.985,0.548,0.0432,0.00433,0.093,-19.206,0.0373,116.401,0.434,0
145093,1987,0.0188,0.228,0.906,0.0,0.353,-5.893,0.0459,173.986,0.67,37
246147,2008,0.57,0.376,0.741,7.81e-06,0.0767,-4.475,0.0378,77.572,0.574,44
256600,1998,0.702,0.492,0.295,0.00247,0.162,-12.943,0.026,82.079,0.0958,42
255893,2010,0.12,0.282,0.932,0.0335,0.0692,-4.701,0.0387,190.08,0.536,63
181467,1978,0.00762,0.264,0.878,0.0408,0.228,-8.325,0.0565,112.599,0.655,32
251067,1986,0.0137,0.534,0.89,5e-05,0.949,-10.35,0.0456,140.383,0.6,38
195600,2002,0.96,0.122,0.0407,0.847,0.104,-26.194,0.0457,74.418,0.0342,57
306960,1978,0.436,0.754,0.681,0.0125,0.0593,-8.593,0.19,94.01,0.854,35
178912,1944,0.995,0.508,0.103,0.84,0.117,-12.306,0.0783,120.134,0.316,0
172521,1942,0.89,0.432,0.393,0.814,0.128,-16.452,0.0639,175.931,0.812,0
234360,2016,0.58,0.775,0.452,0.0,0.17,-4.243,0.0311,129.941,0.606,69
146987,1965,0.656,0.503,0.343,0.0,0.463,-11.973,0.0273,128.072,0.916,27
152093,1952,0.798,0.74,0.187,6.13e-06,0.178,-14.522,0.0322,126.667,0.761,1
128693,1963,0.501,0.528,0.722,6.02e-06,0.0705,-6.128,0.0344,138.648,0.86,34
156667,1993,0.0016,0.457,0.909,0.000276,0.135,-9.451,0.0317,115.998,0.755,64
171040,1963,0.782,0.473,0.625,0.948,0.382,-13.594,0.038,160.266,0.816,12
1297000,1945,0.814,0.145,0.0577,0.934,0.195,-20.824,0.0384,75.679,0.0506,1
103107,1959,0.983,0.684,0.217,7.97e-06,0.123,-16.702,0.517,78.715,0.533,16
188267,1941,0.993,0.519,0.203,0.893,0.196,-15.746,0.036,109.029,0.454,0
241280,1988,0.0552,0.518,0.872,0.00107,0.117,-4.286,0.0317,140.349,0.468,41
113900,1935,0.327,0.756,0.147,0.0,0.2,-17.054,0.867,113.88,0.54,0
236960,1993,0.136,0.592,0.306,0.000967,0.118,-14.806,0.0267,142.041,0.334,33
1173093,1971,0.422,0.562,0.265,0.0,0.451,-22.147,0.947,70.108,0.581,21
437933,1981,0.424,0.335,0.455,3.73e-06,0.109,-10.051,0.0371,82.046,0.2,52
132893,1958,0.769,0.593,0.402,0.0,0.152,-11.383,0.0505,129.478,0.862,30
183493,1930,0.995,0.876,0.213,0.89,0.17,-11.192,0.141,117.207,0.882,0
525867,1981,0.0672,0.344,0.669,0.192,0.979,-11.194,0.0402,120.083,0.147,21
367027,2002,0.00451,0.346,0.85,0.000726,0.109,-4.669,0.0426,130.745,0.159,51
177387,1955,0.995,0.472,0.162,0.919,0.0914,-20.05,0.0471,120.586,0.712,6
140760,1966,0.609,0.663,0.587,0.0,0.391,-9.432,0.0389,124.687,0.822,20
209438,2019,0.692,0.824,0.588,0.000104,0.149,-6.4,0.0924,98.027,0.513,84
118936,2015,0.963,0.606,0.00688,0.0765,0.21,-37.972,0.0408,79.932,0.339,57
169533,1935,0.599,0.545,0.403,0.754,0.0962,-9.28,0.0381,138.425,0.488,3
212907,2020,0.0941,0.782,0.706,0.000208,0.115,-4.337,0.19,173.899,0.855,73
175493,1928,0.989,0.84,0.279,0.00321,0.0998,-10.426,0.304,117.865,0.831,0
120307,1961,0.812,0.398,0.325,0.0,0.169,-6.159,0.0382,80.563,0.454,43
188280,1964,0.879,0.576,0.322,0.593,0.694,-23.134,0.178,83.696,0.805,50
326983,2009,0.0663,0.402,0.723,2e-06,0.233,-5.26,0.0579,160.047,0.224,52
227507,1982,0.014,0.276,0.778,9.32e-05,0.221,-4.491,0.0443,115.961,0.332,30
147920,1963,0.924,0.681,0.203,0.0,0.122,-16.15,0.0686,119.312,0.543,20
193400,2012,0.0114,0.783,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,0.66,69
234973,2006,0.213,0.758,0.739,0.0,0.0669,-7.162,0.0724,135.079,0.906,50
176133,1996,0.0637,0.508,0.658,1.08e-05,0.043,-7.656,0.0551,199.712,0.918,45
224773,1993,0.59,0.404,0.238,1.3e-06,0.103,-13.005,0.0623,79.41,0.302,57
197893,1933,0.981,0.524,0.0325,1.48e-05,0.0989,-13.361,0.0352,134.889,0.387,7
120267,1981,0.00516,0.493,0.97,0.00104,0.102,-3.948,0.149,101.984,0.215,33
110560,1950,0.974,0.24,0.0785,0.826,0.313,-16.894,0.0324,78.332,0.21,13
399493,1962,0.716,0.298,0.383,0.871,0.666,-15.028,0.0529,174.232,0.272,11
182733,1994,0.172,0.856,0.501,0.0,0.152,-15.658,0.0495,115.374,0.961,35
195040,1940,0.859,0.498,0.682,0.692,0.131,-9.994,0.03,113.926,0.833,0
220920,1983,0.0507,0.562,0.873,7.43e-06,0.658,-7.731,0.054,151.134,0.911,34
139960,1962,0.585,0.697,0.405,0.0,0.455,-10.466,0.0398,115.046,0.902,22
254667,2008,0.169,0.598,0.636,7.32e-06,0.29,-4.177,0.0312,120.078,0.27,44
185960,1936,0.913,0.549,0.439,0.819,0.101,-9.948,0.0675,80.336,0.787,3
171750,2020,0.916,0.578,0.204,0.0,0.101,-12.363,0.134,81.708,0.351,1
193373,1942,0.965,0.271,0.226,0.399,0.332,-19.24,0.052,64.972,0.107,0
629200,1971,0.292,0.264,0.28,0.114,0.0704,-13.332,0.0434,146.966,0.294,31
173093,1930,0.994,0.396,0.437,0.901,0.363,-10.207,0.0361,124.35,0.713,0
177400,1993,0.00107,0.801,0.909,0.000542,0.0565,-7.535,0.0935,106.073,0.708,29
122840,1968,0.405,0.324,0.615,0.00139,0.0511,-9.929,0.0465,167.379,0.864,26
276480,1988,0.166,0.434,0.523,0.0,0.124,-6.991,0.031,88.144,0.544,40
213667,1955,0.859,0.387,0.181,0.0,0.142,-13.41,0.0298,135.094,0.265,9
71400,1957,0.711,0.605,0.591,0.0,0.356,-7.041,0.0409,74.484,0.895,29
194307,1968,0.355,0.445,0.443,0.101,0.686,-13.653,0.0567,94.915,0.205,36
212280,2019,0.241,0.79,0.746,0.0,0.316,-5.96,0.0502,124.971,0.538,75
277160,1974,0.143,0.645,0.454,0.0197,0.248,-12.893,0.313,139.705,0.375,41
307413,1986,0.0591,0.646,0.84,0.0141,0.0516,-8.213,0.0283,125.188,0.716,38
348173,1984,0.151,0.752,0.375,0.000481,0.143,-12.966,0.0358,112.415,0.632,52
449480,1948,0.995,0.316,0.325,0.881,0.108,-15.107,0.0559,72.875,0.337,0
108300,1940,0.612,0.708,0.122,0.0,0.391,-19.565,0.957,135.59,0.855,0
147227,1969,0.353,0.415,0.633,1.59e-05,0.669,-10.748,0.0324,109.545,0.45,35
309467,1987,0.248,0.609,0.493,4.59e-05,0.0845,-11.781,0.0359,115.737,0.507,25
155107,1965,0.802,0.478,0.327,1.51e-06,0.156,-12.471,0.0292,117.024,0.388,15
160000,1946,0.991,0.511,0.41,0.828,0.382,-9.801,0.0732,126.227,0.748,0
300027,2004,0.00116,0.588,0.923,0.368,0.0984,-6.942,0.0874,89.974,0.551,43
194227,1965,0.88,0.571,0.472,3.04e-05,0.201,-8.788,0.0266,84.053,0.603,48
240093,2017,0.319,0.776,0.589,0.0,0.0715,-4.543,0.115,120.034,0.668,63
147547,1958,0.851,0.519,0.341,5.04e-05,0.117,-11.676,0.0296,109.063,0.755,25
161893,2004,0.689,0.652,0.402,8.84e-06,0.138,-6.911,0.0287,99.033,0.93,58
158333,1958,0.632,0.451,0.513,6.33e-05,0.0934,-5.08,0.0588,173.145,0.814,19
185592,1950,0.986,0.473,0.332,0.00583,0.367,-11.918,0.0314,124.213,0.528,0
180547,2007,0.000871,0.416,0.664,0.0,0.0611,-6.302,0.0304,81.354,0.286,45
375000,1990,0.315,0.418,0.46,0.000185,0.183,-9.565,0.0268,145.381,0.23,36
222080,1970,0.987,0.363,0.0414,0.000305,0.0908,-21.556,0.0423,96.215,0.196,20
275000,1988,0.0239,0.58,0.562,5.65e-06,0.101,-8.931,0.0253,142.874,0.466,30
367307,1949,0.86,0.272,0.222,0.525,0.318,-16.203,0.0364,94.639,0.208,0
297453,1998,0.000118,0.438,0.94,0.0321,0.169,-5.287,0.104,179.889,0.411,41
190653,1922,0.996,0.45,0.0522,0.929,0.158,-29.357,0.0583,72.401,0.413,0
223787,2012,0.274,0.569,0.601,0.0,0.111,-5.554,0.0275,139.904,0.397,62
204813,2008,0.412,0.539,0.639,0.0,0.075,-7.311,0.0353,162.099,0.968,52
189053,1994,0.00184,0.804,0.944,0.917,0.0934,-5.384,0.0683,94.092,0.708,35
64627,2004,0.0547,0.656,0.441,0.00484,0.858,-12.325,0.1,140.07,0.502,46
217876,2013,0.000158,0.546,0.95,0.00645,0.21,-3.805,0.0552,100.003,0.603,58
54000,1992,0.989,0.513,0.0359,0.955,0.0869,-32.621,0.0437,96.828,0.0388,32
181457,1936,0.993,0.569,0.135,0.0,0.113,-15.726,0.124,75.517,0.53,1
196507,1921,0.992,0.464,0.154,0.9,0.112,-25.444,0.192,85.405,0.603,0
170560,1974,0.87,0.649,0.415,0.0,0.25,-9.171,0.0323,97.136,0.719,23
362067,1992,0.201,0.773,0.502,0.000178,0.114,-10.747,0.0261,99.265,0.533,34
144667,1950,0.857,0.754,0.506,0.00132,0.168,-13.716,0.311,96.064,0.448,8
308947,1962,0.644,0.725,0.204,0.159,0.0952,-15.661,0.049,106.649,0.413,23
249627,2002,8.2e-05,0.306,0.709,0.00452,0.101,-3.593,0.0375,154.146,0.0436,58
207293,2011,0.000473,0.498,0.969,0.000369,0.0627,-3.662,0.0747,167.116,0.509,48
571280,1945,0.877,0.286,0.148,0.32,0.694,-20.119,0.0466,130.588,0.0648,0
150240,1953,0.945,0.501,0.498,0.0,0.458,-11.481,0.0455,83.056,0.857,0
200933,2007,0.0198,0.875,0.732,0.0,0.11,-5.135,0.0635,87.142,0.159,58
141000,1921,0.866,0.312,0.175,0.0,0.366,-14.145,0.0347,117.609,0.233,0
147377,1954,0.776,0.396,0.539,0.0105,0.363,-9.562,0.0434,197.711,0.872,0
193240,1997,0.536,0.59,0.435,2.59e-06,0.0941,-10.459,0.178,75.511,0.679,38
473827,1954,0.975,0.127,0.11,0.933,0.0992,-22.63,0.0438,76.021,0.0784,0
242667,1986,0.031,0.513,0.77,0.0,0.198,-5.131,0.0277,136.22,0.849,57
304520,2009,0.482,0.563,0.274,0.000135,0.245,-12.995,0.0333,81.928,0.183,49
235800,2006,0.314,0.621,0.525,0.0,0.126,-7.873,0.0391,90.072,0.6,49
172933,1967,0.497,0.745,0.327,8.65e-06,0.0825,-14.772,0.042,111.794,0.966,23
222973,1984,0.825,0.377,0.259,0.0062,0.154,-14.843,0.036,81.524,0.149,37
305777,2015,0.12,0.761,0.263,0.239,0.0996,-14.762,0.0473,107.991,0.315,63
196933,2012,0.0146,0.72,0.883,0.0,0.102,-3.455,0.0398,104.008,0.921,53
349760,2012,0.851,0.0716,0.0408,0.901,0.0844,-28.284,0.0399,77.047,0.0377,55
150882,2019,0.386,0.851,0.404,2.49e-06,0.0733,-11.855,0.124,100.0,0.0651,72
290867,1972,0.79,0.6,0.572,6.67e-06,0.203,-8.77,0.0384,97.868,0.774,33
224227,1956,0.878,0.184,0.292,0.000258,0.346,-12.246,0.0312,75.63,0.143,55
211200,1961,0.979,0.377,0.232,0.0,0.11,-10.332,0.0353,86.637,0.492,9
214733,2003,0.995,0.294,0.0442,0.963,0.0833,-22.951,0.0456,89.116,0.875,41
83733,1977,0.157,0.937,0.479,0.000289,0.0667,-8.739,0.106,120.617,0.976,43
236667,2000,0.87,0.529,0.24,0.815,0.109,-13.203,0.0335,131.442,0.233,59
100900,1940,0.315,0.631,0.13,0.0,0.216,-19.887,0.952,166.235,0.699,0
190587,2014,0.0161,0.513,0.803,0.0,0.667,-4.45,0.0777,156.038,0.746,62
311173,1963,0.995,0.231,0.0409,0.942,0.0878,-24.703,0.0395,69.365,0.154,32
166893,1941,0.986,0.502,0.431,0.14,0.383,-13.502,0.0454,70.475,0.861,0
239893,1996,0.105,0.784,0.45,0.00191,0.232,-12.075,0.0467,101.882,0.769,35
161587,1966,0.692,0.447,0.343,0.00067,0.0689,-8.677,0.029,130.917,0.641,49
399773,1986,0.000104,0.189,0.977,0.163,0.128,-4.92,0.377,176.876,0.164,41
313400,2009,0.00291,0.605,0.744,0.0,0.319,-5.5,0.252,76.171,0.743,54
149173,1998,0.469,0.68,0.594,0.0,0.431,-6.417,0.0688,85.04,0.774,63
201613,1996,0.107,0.436,0.579,0.00073,0.0996,-9.795,0.0259,131.151,0.296,45
166933,1962,0.957,0.299,0.221,0.0237,0.363,-17.767,0.0326,109.237,0.349,14
530293,1968,0.572,0.272,0.108,0.0,0.142,-17.859,0.0351,196.108,0.229,39
242027,1996,5.12e-05,0.646,0.905,0.856,0.279,-9.456,0.0414,129.084,0.579,45
132360,1967,0.581,0.446,0.237,0.0,0.0889,-13.42,0.0761,89.145,0.475,49
197730,1948,0.983,0.641,0.255,0.00344,0.199,-7.643,0.578,87.974,0.681,0
285907,1977,0.276,0.646,0.357,0.00731,0.0652,-17.353,0.0253,98.537,0.508,49
192560,1926,0.995,0.536,0.115,0.00176,0.105,-16.693,0.041,78.728,0.313,11
195107,1930,0.993,0.31,0.4,0.038,0.692,-12.497,0.0458,69.018,0.373,0
119267,1961,0.684,0.605,0.613,3.71e-06,0.23,-9.025,0.0299,114.893,0.828,4
214800,1978,0.0205,0.414,0.601,0.0107,0.0876,-9.978,0.0296,132.055,0.403,31
307440,2012,0.128,0.819,0.428,0.00151,0.211,-9.883,0.317,87.9,0.454,54
305707,1955,0.95,0.712,0.217,0.457,0.0949,-15.677,0.0456,120.208,0.401,7
171453,1954,0.933,0.33,0.0791,4.25e-05,0.232,-17.195,0.0376,127.549,0.231,23
190893,1926,0.974,0.533,0.159,0.697,0.0924,-21.616,0.038,115.374,0.849,0
233600,1936,0.943,0.364,0.495,0.843,0.215,-9.479,0.0379,143.289,0.493,2
163960,1966,0.886,0.577,0.469,0.465,0.188,-6.271,0.0333,90.155,0.329,19
261680,2013,0.0807,0.635,0.585,0.00187,0.0996,-8.032,0.0445,119.964,0.486,52
145026,1986,0.761,0.525,0.528,3.06e-06,0.0918,-9.768,0.0499,141.756,0.93,31
181293,1996,0.838,0.314,0.202,0.00134,0.116,-11.329,0.0331,120.855,0.114,50
296027,1988,0.534,0.724,0.288,0.0177,0.0831,-14.482,0.0294,110.93,0.309,25
248067,1984,0.0211,0.534,0.374,0.000377,0.274,-15.413,0.0562,136.07,0.156,36
186800,1995,0.323,0.844,0.66,0.0,0.486,-8.507,0.0846,112.349,0.897,41
184667,1975,0.0153,0.554,0.784,0.0,0.0792,-9.11,0.0771,109.781,0.743,22
242507,1999,0.0554,0.717,0.386,5.16e-06,0.0353,-7.052,0.13,205.006,0.863,58
245693,1958,0.304,0.575,0.465,0.828,0.681,-19.673,0.0867,117.502,0.363,16
230867,1982,0.0343,0.404,0.948,5.18e-06,0.298,-6.334,0.0771,117.679,0.264,36
240480,1991,0.225,0.639,0.669,0.00117,0.1,-7.574,0.0507,116.22,0.57,51
357027,1980,0.00511,0.779,0.571,1.16e-05,0.0532,-15.327,0.0427,116.197,0.96,62
367813,2006,0.0538,0.425,0.588,0.00144,0.0697,-6.721,0.0293,145.079,0.395,53
126013,1954,0.989,0.297,0.0604,0.936,0.0959,-29.582,0.0394,92.591,0.802,17
206720,1974,0.651,0.725,0.711,0.00101,0.164,-9.905,0.0354,108.618,0.866,25
278800,1983,0.00481,0.711,0.443,0.000289,0.323,-15.839,0.0589,177.538,0.853,33
171093,1997,0.547,0.581,0.684,0.00178,0.162,-11.121,0.0312,137.795,0.901,40
288667,1974,0.568,0.689,0.545,0.0,0.051,-19.024,0.0427,101.324,0.92,43
168000,1947,0.786,0.747,0.407,0.000967,0.0899,-12.193,0.0274,101.662,0.79,2
222094,2016,0.176,0.725,0.724,0.0,0.136,-6.195,0.126,130.045,0.741,66
184000,1931,0.983,0.697,0.234,0.156,0.14,-11.233,0.0984,120.651,0.809,0
178200,1975,0.151,0.712,0.848,1.66e-05,0.155,-6.262,0.034,130.779,0.832,43
197573,2001,0.991,0.381,0.158,0.937,0.127,-24.813,0.0572,144.742,0.355,52
126493,1934,0.922,0.539,0.245,0.697,0.094,-19.679,0.041,75.401,0.729,4
185747,2016,0.699,0.367,0.326,0.358,0.0759,-15.605,0.0344,116.659,0.064,60
279720,1965,0.78,0.744,0.443,0.00012,0.0663,-8.578,0.0425,103.871,0.747,40
124560,2001,0.805,0.7,0.28,3.85e-06,0.306,-14.317,0.0312,115.841,0.538,45
461800,1957,0.211,0.497,0.181,0.0272,0.219,-23.89,0.06,83.677,0.71,6
211364,2017,0.0792,0.697,0.506,0.0,0.0893,-4.863,0.0325,100.002,0.516,70
223840,1977,0.12,0.373,0.699,0.000128,0.109,-8.98,0.0441,157.812,0.685,30
179267,1967,0.276,0.609,0.501,0.0,0.362,-9.324,0.0505,119.788,0.719,18
155160,1988,0.00842,0.351,0.46,3.21e-06,0.0784,-14.05,0.0934,171.682,0.329,39
215000,2006,0.358,0.802,0.772,0.0,0.0603,-4.893,0.192,96.046,0.654,51
188080,2017,0.222,0.739,0.821,9.6e-06,0.311,-4.233,0.0852,171.077,0.693,74
259093,1992,0.00892,0.861,0.646,2.37e-06,0.164,-8.342,0.21,97.261,0.471,55
175627,1960,0.725,0.363,0.244,8.87e-05,0.456,-8.968,0.0303,173.509,0.512,51
138827,1966,0.854,0.798,0.193,4.61e-05,0.257,-14.769,0.0638,118.6,0.754,19
202000,1950,0.926,0.741,0.426,0.000164,0.102,-9.401,0.0965,116.314,0.737,0
273973,2006,0.117,0.586,0.742,3.99e-05,0.0702,-6.836,0.0269,97.378,0.538,51
387200,1963,0.617,0.467,0.29,7.52e-06,0.405,-13.614,0.0633,112.317,0.57,23
291213,2005,0.00276,0.91,0.661,0.0,0.35,-2.814,0.0694,112.251,0.643,53
136933,1965,0.802,0.577,0.385,0.0791,0.109,-12.819,0.0687,82.223,0.604,35
351533,1954,0.954,0.281,0.26,0.646,0.138,-18.702,0.0396,89.616,0.217,0
138467,1961,0.79,0.57,0.185,0.0,0.051,-15.074,0.0292,90.212,0.538,23
478067,1971,0.135,0.268,0.803,0.624,0.605,-10.429,0.0788,80.768,0.168,29
147107,1972,0.968,0.466,0.224,7.1e-05,0.887,-15.369,0.0375,69.896,0.423,33
199133,2007,0.0457,0.608,0.784,0.0,0.128,-5.763,0.0302,149.949,0.702,57
169093,1965,0.505,0.589,0.889,2.15e-05,0.151,-7.277,0.0415,112.816,0.722,37
187291,2017,0.135,0.156,0.988,0.982,0.8,-23.48,0.0648,109.045,1e-05,69
201107,1940,0.981,0.482,0.198,5.52e-05,0.154,-9.42,0.0428,78.367,0.521,0
239467,2001,0.000156,0.318,0.991,0.00132,0.128,-2.965,0.165,97.719,0.261,45
238271,1988,0.0318,0.427,0.931,0.0,0.26,-4.1,0.0612,148.232,0.507,30
211213,1993,0.00547,0.798,0.625,7.98e-05,0.103,-9.689,0.0548,93.764,0.858,64
268333,1989,0.108,0.699,0.514,0.0,0.0817,-9.34,0.027,120.056,0.41,48
144507,1963,0.534,0.718,0.718,0.14,0.0553,-9.276,0.0344,127.105,0.97,12
304067,1990,0.897,0.102,0.0693,0.939,0.107,-22.506,0.0506,67.034,0.035,36
227107,1958,0.99,0.416,0.205,0.202,0.557,-16.295,0.0818,58.437,0.532,17
208907,1977,0.00157,0.665,0.589,2.74e-05,0.324,-12.079,0.0313,109.982,0.713,27
150400,1961,0.865,0.347,0.287,0.0,0.159,-14.817,0.0405,115.17,0.421,14
360480,1991,0.0403,0.718,0.729,0.0,0.171,-5.389,0.267,188.51,0.651,40
229400,1991,0.0101,0.814,0.698,0.0,0.0254,-11.516,0.239,131.111,0.644,35
153840,1973,0.466,0.397,0.515,0.0,0.0864,-5.225,0.0406,173.601,0.581,23
297493,2009,0.000272,0.396,0.898,0.000708,0.287,-5.428,0.0544,164.727,0.352,50
262067,1972,0.0376,0.625,0.505,6.99e-06,0.0847,-9.978,0.0274,118.467,0.709,38
171560,1982,0.213,0.763,0.65,4.19e-05,0.288,-7.95,0.0346,140.973,0.826,41
210000,1994,0.86,0.792,0.105,0.00156,0.102,-21.012,0.043,102.087,0.561,51
201493,2016,0.159,0.332,0.635,2.79e-06,0.0599,-5.653,0.0898,186.249,0.261,71
237147,2016,0.271,0.602,0.635,3.2e-05,0.0829,-6.526,0.052,123.05,0.225,71
247133,1952,0.975,0.371,0.386,0.0145,0.186,-10.266,0.133,90.183,0.175,0
214387,2006,0.00144,0.709,0.89,0.0,0.034,-3.689,0.0531,141.042,0.885,64
126907,1965,0.762,0.611,0.386,0.0,0.464,-11.921,0.0396,116.125,0.889,49
347867,1946,0.976,0.174,0.255,0.000118,0.959,-17.19,0.0432,93.539,0.0871,1
513467,1977,0.23,0.239,0.508,0.000336,0.366,-9.835,0.0461,88.052,0.234,32
199052,2019,0.807,0.402,0.378,0.0,0.242,-8.682,0.0436,73.262,0.317,64
113084,1960,0.508,0.458,0.558,0.000258,0.319,-10.073,0.0374,127.661,0.913,28
199373,1970,0.717,0.542,0.194,0.000262,0.066,-16.503,0.0308,90.239,0.381,27
254213,2014,0.287,0.456,0.608,0.0,0.101,-5.815,0.328,58.875,0.491,50
184752,1930,0.992,0.662,0.203,0.000584,0.448,-20.416,0.151,133.698,0.962,0
91467,1951,0.972,0.675,0.409,0.0079,0.0834,-11.497,0.314,152.3,0.937,0
237267,1997,0.0162,0.869,0.732,5.74e-05,0.0627,-5.405,0.0559,130.064,0.944,33
248333,2016,0.904,0.376,0.219,0.0194,0.108,-11.805,0.0319,103.719,0.159,66
77293,1948,0.98,0.355,0.425,0.885,0.24,-16.576,0.0541,61.063,0.266,1
177653,2019,0.0541,0.791,0.718,0.0,0.334,-6.343,0.0643,108.049,0.422,70
167227,1957,0.735,0.179,0.055,0.802,0.19,-30.57,0.0388,110.633,0.0364,18
152685,2011,0.000176,0.523,0.938,0.929,0.32,-4.362,0.0652,152.009,0.877,56
158867,1956,0.984,0.369,0.0963,3.81e-05,0.0825,-13.806,0.0384,111.005,0.236,20
180200,1961,0.972,0.467,0.0328,0.000929,0.111,-17.611,0.0442,110.666,0.145,8
151147,2020,0.146,0.652,0.595,0.000105,0.0836,-4.041,0.116,172.26,0.422,68
256757,2009,0.111,0.767,0.758,0.0,0.376,-8.116,0.295,76.498,0.84,61
175120,1941,0.994,0.485,0.0892,0.905,0.225,-17.078,0.0638,127.682,0.53,0
227587,1999,0.000915,0.498,0.714,0.361,0.101,-7.917,0.0361,91.289,0.226,56
365467,1979,0.126,0.878,0.821,0.0461,0.183,-9.875,0.089,118.881,0.947,74
499973,1989,0.308,0.593,0.943,0.0284,0.366,-5.948,0.0568,122.02,0.125,45
364693,1970,0.0255,0.446,0.912,0.313,0.285,-7.061,0.0436,90.316,0.794,29
307173,1968,0.0374,0.555,0.659,0.851,0.0788,-8.529,0.0575,159.063,0.937,49
388960,1973,0.262,0.724,0.414,0.111,0.0785,-11.19,0.0588,146.939,0.719,59
259493,1998,0.108,0.572,0.537,0.0,0.06,-10.024,0.0307,133.016,0.554,33
210559,2000,0.491,0.596,0.625,0.000227,0.139,-6.494,0.0408,135.705,0.83,52
163640,1966,0.788,0.549,0.751,0.000302,0.22,-7.214,0.031,125.838,0.616,21
188133,2013,0.665,0.357,0.361,0.00592,0.0682,-12.14,0.0452,131.601,0.0958,56
242613,1949,0.909,0.341,0.561,0.476,0.123,-18.509,0.0472,102.497,0.283,0
185573,1959,0.849,0.496,0.336,0.0,0.0962,-9.552,0.0546,134.276,0.46,17
121867,1972,0.909,0.543,0.0705,0.0214,0.108,-20.711,0.0439,84.699,0.342,36
255040,1991,0.373,0.691,0.402,0.000117,0.0607,-9.628,0.0299,112.654,0.55,48
174360,1930,0.994,0.461,0.558,0.896,0.364,-11.737,0.0709,95.209,0.636,0
196173,1981,0.735,0.612,0.352,0.0,0.0685,-10.609,0.0329,143.67,0.756,25
180512,1997,0.0995,0.801,0.566,3.52e-06,0.0385,-7.968,0.0321,92.119,0.874,62
352432,1991,0.0696,0.915,0.518,0.0,0.183,-13.501,0.32,97.047,0.574,31
150133,1992,0.0252,0.197,0.992,0.00162,0.411,-3.595,0.193,196.245,0.706,37
209386,2013,0.0387,0.545,0.968,0.00325,0.331,-3.553,0.0853,169.965,0.527,67
803493,1971,0.635,0.414,0.645,0.0497,0.901,-6.205,0.0745,137.238,0.326,18
234893,1982,0.15,0.445,0.818,0.00509,0.313,-9.797,0.0406,104.531,0.777,31
160840,1942,0.977,0.397,0.141,1.75e-06,0.138,-14.56,0.0476,35.734,0.4,0
272867,1990,0.648,0.528,0.62,1.63e-06,0.0801,-10.419,0.0285,74.051,0.595,51
240507,1999,0.0111,0.371,0.792,0.897,0.141,-12.721,0.0341,97.106,0.533,40
195997,1937,0.972,0.332,0.317,0.000119,0.587,-12.025,0.116,188.23,0.385,0
121160,1960,0.589,0.617,0.815,0.000366,0.123,-8.724,0.041,85.041,0.964,25
187893,2019,0.223,0.734,0.437,0.0028,0.215,-6.124,0.0879,143.961,0.636,67
363429,2007,0.00747,0.429,0.988,0.0486,0.169,-5.241,0.14,175.019,0.312,51
231440,1956,0.916,0.241,0.284,0.175,0.117,-12.114,0.0338,74.648,0.236,13
337400,1996,0.046,0.454,0.853,0.000198,0.334,-6.494,0.0367,150.081,0.531,57
234320,1991,0.372,0.643,0.696,0.0,0.22,-8.325,0.0301,98.006,0.831,42
189440,1940,0.967,0.268,0.271,0.0183,0.0925,-15.821,0.0463,75.222,0.552,0
184013,1952,0.967,0.406,0.283,0.000301,0.111,-13.774,0.0312,106.703,0.398,0
265373,1979,0.00862,0.436,0.925,0.165,0.389,-7.452,0.0883,120.687,0.218,36
140693,1968,0.0167,0.312,0.359,9.59e-05,0.113,-13.215,0.0307,84.5,0.503,31
293867,1962,0.893,0.306,0.205,5.54e-06,0.679,-18.921,0.0769,80.216,0.249,14
195267,1955,0.988,0.568,0.15,0.87,0.132,-19.666,0.0374,98.988,0.347,2
184187,1944,0.995,0.669,0.125,0.62,0.247,-12.859,0.422,134.413,0.764,0
383040,1993,0.00175,0.421,0.592,0.237,0.0807,-8.397,0.0304,98.074,0.0905,42
259773,1953,0.949,0.394,0.459,0.0,0.561,-11.95,0.157,81.68,0.473,6
237187,2001,0.0979,0.523,0.833,0.00178,0.129,-6.146,0.0405,119.756,0.883,43
115800,1965,0.467,0.647,0.752,0.707,0.306,-10.386,0.0296,96.232,0.902,21
191000,1967,0.755,0.464,0.343,0.041,0.114,-11.744,0.046,205.188,0.834,22
346188,1931,0.698,0.368,0.183,0.636,0.183,-11.888,0.0759,81.694,0.311,0
162462,2015,2.51e-05,0.612,0.938,0.717,0.329,-7.253,0.0562,129.994,0.595,55
258253,2007,0.00144,0.692,0.681,3.06e-06,0.0961,-6.311,0.0798,152.064,0.289,46
